Datum;Uhrzeit;Autobahn;Richtung_Start;Richtung_Ende;Streckenabschnitt_Start;Streckenabschnitt_Ende;Art;Laenge;Beschreibung
2011-01-04;09:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:12:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:12:00;A42;Kamp-Lintfort;Dortmund;Duisburg-Neumühl;Oberhausen-Buschhausen;stockender Verkehr;2;Baustelle
2011-01-04;09:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:18:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:18:00;A42;Kamp-Lintfort;Dortmund;Duisburg-Neumühl;Oberhausen-Buschhausen;stockender Verkehr;2;Baustelle
2011-01-04;09:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:30:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;09:30:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:30:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:36:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;09:36:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:36:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;2;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:42:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;09:42:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:42:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:48:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;09:48:00;A40;Duisburg;Dortmund;Essen-Frillendorf;Bochum-Wattenscheid-West;stockender Verkehr;3;Baustelle
2011-01-04;09:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Mülheim;Stau;4;Baustelle
2011-01-04;09:48:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;09:54:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;09:54:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;09:54:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:00:00;A45;Gießen;Hagen;Lüdenscheid-Süd;Meinerzhagen;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;10:00:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;10:00:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:00:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:06:00;A45;Gießen;Hagen;Lüdenscheid-Süd;Meinerzhagen;Gefahr;NULL;Gefahr durch Personen auf der Fahrbahn
2011-01-04;10:06:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;1;Baustelle
2011-01-04;10:06:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:06:00;A59;Düsseldorf;Köln;Leverkusen-Rheindorf;Kreuz Leverkusen-West;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;10:12:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;2;Baustelle
2011-01-04;10:12:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:12:00;A59;Düsseldorf;Köln;Leverkusen-Rheindorf;Kreuz Leverkusen-West;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;10:18:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;2;Baustelle
2011-01-04;10:18:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:18:00;A59;Düsseldorf;Köln;Leverkusen-Rheindorf;Kreuz Leverkusen-West;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;10:24:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;2;Baustelle
2011-01-04;10:24:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:24:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:24:00;A59;Düsseldorf;Köln;Leverkusen-Rheindorf;Kreuz Leverkusen-West;Gefahr;NULL;Gefahr durch Reifenteile auf der Fahrbahn.
2011-01-04;10:30:00;A1;Euskirchen;Köln;Köln-Bocklemünd;Kreuz Köln-Nord;Stau;2;Baustelle
2011-01-04;10:30:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:30:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:36:00;A1;Euskirchen;Köln;Köln-Bocklemünd;Kreuz Köln-Nord;Stau;2;Baustelle
2011-01-04;10:36:00;A3;Oberhausen;Köln;Leverkusen-Zentrum;Köln-Mülheim;Stau;5;Baustelle
2011-01-04;10:36:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:42:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;10:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;10:42:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:48:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;1;Baustelle
2011-01-04;10:48:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;10:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;10:48:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;10:54:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;1;Baustelle
2011-01-04;10:54:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;10:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;10:54:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;11:00:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;1;Baustelle
2011-01-04;11:00:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:00:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;11:06:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:06:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;11:12:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;1;Baustelle
2011-01-04;11:12:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:12:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;11:18:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;1;Baustelle
2011-01-04;11:18:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:18:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist nur ein Fahrstreifen frei.
2011-01-04;11:24:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;11:24:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:24:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;3;Dort ist der rechte Fahrstreifen blockiert.
2011-01-04;11:24:00;A44;Düsseldorf;Velbert;Düsseldorf-Flughafen;Düsseldorf-Stockum;Gefahr;NULL;Gefahr durch Fahrradfahrer auf der Fahrbahn
2011-01-04;11:30:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Baustelle
2011-01-04;11:30:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;11:30:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:30:00;A59;Duisburg;Dinslaken;Duisburg-Marxloh;Duisburg-Fahrn;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf dem rechten Fahrstreifen.
2011-01-04;11:30:00;A44;Düsseldorf;Velbert;Düsseldorf-Flughafen;Düsseldorf-Stockum;Gefahr;NULL;Gefahr durch Fahrradfahrer auf der Fahrbahn
2011-01-04;11:36:00;A1;Köln;Dortmund;Kreuz Leverkusen;Burscheid;Stau;1;Baustelle
2011-01-04;11:36:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;11:36:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:36:00;A59;Duisburg;Dinslaken;Duisburg-Marxloh;Duisburg-Fahrn;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf dem rechten Fahrstreifen.
2011-01-04;11:36:00;A44;Düsseldorf;Velbert;Düsseldorf-Flughafen;Düsseldorf-Stockum;Gefahr;NULL;Gefahr durch Fahrradfahrer auf der Fahrbahn
2011-01-04;11:42:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;11:42:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:42:00;A59;Duisburg;Dinslaken;Duisburg-Marxloh;Duisburg-Fahrn;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf dem rechten Fahrstreifen.
2011-01-04;11:42:00;A44;Düsseldorf;Velbert;Düsseldorf-Flughafen;Düsseldorf-Stockum;Gefahr;NULL;Gefahr durch Fahrradfahrer auf der Fahrbahn
2011-01-04;11:48:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;11:48:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;11:54:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;11:54:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;11:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:00:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:00:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:06:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:06:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:06:00;A1;Köln;Dortmund;Wuppertal-Ronsdorf;Wuppertal-Langerfeld;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf dem rechten Fahrstreifen.
2011-01-04;12:12:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:12:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:12:00;A1;Köln;Dortmund;Wuppertal-Ronsdorf;Wuppertal-Langerfeld;Gefahr;NULL;Gefahr durch ein defektes Fahrzeug auf dem rechten Fahrstreifen.
2011-01-04;12:18:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:18:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:24:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:24:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:30:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;12:30:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:30:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;6;Baustelle
2011-01-04;12:30:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;12:36:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;12:36:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:36:00;A1;Euskirchen;Köln;Köln-Lövenich;Kreuz Köln-Nord;Stau;4;Baustelle
2011-01-04;12:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;6;Baustelle
2011-01-04;12:36:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;12:42:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;12:42:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:42:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;4;Baustelle
2011-01-04;12:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;6;Baustelle
2011-01-04;12:42:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;12:48:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;12:48:00;A565;Meckenheim;Bonn;Bonn-Hardtberg;Bonn-Tannenbusch;Stau;5;Baustelle
2011-01-04;12:48:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;4;Baustelle
2011-01-04;12:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;6;Baustelle
2011-01-04;12:48:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;12:54:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;12:54:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;12:54:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;12:54:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;12:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;12:54:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;13:00:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;13:00:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:00:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;13:00:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:00:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:00:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;13:06:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;13:06:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:06:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;13:06:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:06:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:06:00;A1;Dortmund;Köln;Remscheid;Wermelskirchen;Gefahr;NULL;Gefahr durch Lkw-Reifen auf der linken Fahrspur.
2011-01-04;13:12:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:12:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:12:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:12:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:18:00;A42;Kamp-Lintfort;Dortmund;Oberhausen-Zentrum;Oberhausen Neue Mitte;Stau;2;Unfall
2011-01-04;13:18:00;A1;Euskirchen;Köln
2011-01-04;13:18:00;A565;Meckenheim;Bonn;Bonn-Lengsdorf;Bonn-Tannenbusch;Stau;3;Baustelle
2011-01-04;13:18:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:18:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:24:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:24:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:24:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:24:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:24:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;13:24:00;A560;Hennef;Sankt Augustin;Hennef(Sieg)-West;Kreuz Bonn/Siegburg;Gefahr;NULL;Gefahr durch einen Auspuff auf der Fahrbahn.
2011-01-04;13:30:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:30:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:30:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:30:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:30:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;13:30:00;A560;Hennef;Sankt Augustin;Hennef(Sieg)-West;Kreuz Bonn/Siegburg;Gefahr;NULL;Gefahr durch einen Auspuff auf der Fahrbahn.
2011-01-04;13:36:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:36:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:36:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:36:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:36:00;A3;Oberhausen;Köln;Leverkusen-Opladen;Kreuz Leverkusen;Gefahr;NULL;Gefahr durch eine ungesicherte Unfallstelle.
2011-01-04;13:36:00;A560;Hennef;Sankt Augustin;Hennef(Sieg)-West;Kreuz Bonn/Siegburg;Gefahr;NULL;Gefahr durch einen Auspuff auf der Fahrbahn.
2011-01-04;13:42:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:42:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:42:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:42:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:48:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:48:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:48:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:48:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;13:54:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;13:54:00;A565;Meckenheim;Bonn;Bonn-Poppelsdorf;Bonn-Tannenbusch;Stau;2;Baustelle
2011-01-04;13:54:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;Stau;4;Baustelle
2011-01-04;13:54:00;A3;Oberhausen;Köln;Kreuz Leverkusen;Köln-Dellbrück;Stau;7;Baustelle
2011-01-04;14:00:00;A1;Euskirchen;Köln;Köln-Lövenich;Köln-Bocklemünd;Stau;1;Baustelle
2011-01-04;14:00:00;A1;Köln;Euskirchen;Köln-Bocklemünd;Köln-Lövenich;stockender Verkehr;3;Baustelle
